,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
8,0.22,carota,Male,food,rosso,red,quadrato,square,color,shape,11,AAN,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
9,1.0,formaggio,Male,food,marrone,brown,cattivo,bad,color,quality,12,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
10,1.0,divano,Male,furniture,minuscolo,tiny,marcio,rotten,size,age,13,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
11,0.47,ventilatore,Male,furniture,morbido,soft,vecchio,old,texture,age,14,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
12,0.26,sedia,Male,furniture,giallo,yellow,nuovo,new,color,age,15,AAN,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
13,0.19,scrivania,Male,furniture,marrone,brown,marcio,rotten,color,age,16,AAN,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
14,1.0,banana,Male,food,minuscolo,tiny,verde,green,size,color,17,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
15,1.0,ventilatore,Male,furniture,tedesco,German,quadrato,square,nationality,shape,18,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
16,1.0,pomodoro,Male,food,minuscolo,tiny,francese,French,size,nationality,19,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
17,0.81,carota,Male,food,verde,green,rotondo,round,color,shape,20,AAN,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
18,1.0,pomodoro,Male,food,liscio,smooth,gigantesco,huge,texture,size,21,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
19,0.89,scrivania,Male,furniture,viola,purple,duro,hard,color,texture,22,AAN,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
20,0.0,ventilatore,Male,furniture,duro,hard,piccolo,small,texture,size,23,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
21,0.21,banana,Male,food,marcio,rotten,liscio,smooth,age,texture,24,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
22,0.04,ventilatore,Male,furniture,liscio,smooth,verde,green,texture,color,25,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
23,0.09,ventilatore,Male,furniture,morbido,soft,piccolo,small,texture,size,26,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
24,1.0,televisore,Male,furniture,liscio,smooth,verde,green,texture,color,27,ANA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
25,1.0,formaggio,Male,food,tedesco,German,blu,blue,nationality,color,28,NAA,Yes,21,1,Italiano,Napoli,Napoletano,1,,Chrome,Windows,979,1739,5.17215,38
0,0.0,ventilatore,Male,furniture,cattivo,bad,verde,green,quality,color,3,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
1,0.7,scrivania,Male,furniture,rosso,red,vecchio,old,color,age,4,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
2,0.66,divano,Male,furniture,gigantesco,huge,fantastico,wonderful,size,quality,5,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
3,0.36,pomodoro,Male,food,fantastico,wonderful,quadrato,square,quality,shape,6,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
4,0.3,scrivania,Male,furniture,cattivo,bad,marcio,rotten,quality,age,7,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
5,0.5,televisore,Male,furniture,polacco,Polish,giallo,yellow,nationality,color,8,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
6,0.34,televisore,Male,furniture,francese,French,cattivo,bad,nationality,quality,9,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
7,0.51,scrivania,Male,furniture,nuovo,new,marrone,brown,age,color,10,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
8,0.6,carota,Male,food,cattivo,bad,verde,green,quality,color,11,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
9,1.0,formaggio,Male,food,francese,French,cattivo,bad,nationality,quality,12,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
10,0.3,formaggio,Male,food,rotondo,round,blu,blue,shape,color,13,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
11,0.71,carota,Male,food,liscio,smooth,cattivo,bad,texture,quality,14,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
12,1.0,banana,Male,food,fantastico,wonderful,rotondo,round,quality,shape,15,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
13,0.87,divano,Male,furniture,francese,French,marrone,brown,nationality,color,16,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
14,0.69,pomodoro,Male,food,fantastico,wonderful,duro,hard,quality,texture,17,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
15,0.32,ventilatore,Male,furniture,liscio,smooth,fantastico,wonderful,texture,quality,18,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
16,0.62,pomodoro,Male,food,cattivo,bad,morbido,soft,quality,texture,19,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
17,0.42,pomodoro,Male,food,lungo,long,viola,purple,size,color,20,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
18,0.84,formaggio,Male,food,blu,blue,morbido,soft,color,texture,21,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
19,0.16,sedia,Male,furniture,fantastico,wonderful,grande,big,quality,size,22,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
20,0.54,divano,Male,furniture,vecchio,old,grande,big,age,size,23,NAA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
21,0.18,formaggio,Male,food,quadrato,square,lungo,long,shape,size,24,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
22,0.0,ventilatore,Male,furniture,quadrato,square,piccolo,small,shape,size,25,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
23,0.0,divano,Male,furniture,quadrato,square,nuovo,new,shape,age,26,ANA,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
24,0.29,televisore,Male,furniture,rotondo,round,vecchio,old,shape,age,27,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
25,0.49,ventilatore,Male,furniture,blu,blue,gigantesco,huge,color,size,28,AAN,Yes,39,3,Italiano,Liguria,Ligure,1,,Chrome,Windows,1080,1920,5.536466666666667,39
0,0.82,ventilatore,Female,furniture,nuovo,new,lungo,long,age,size,3,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
1,0.08,pomodoro,Female,food,morbido,soft,fresco,fresh,texture,age,4,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
2,1.0,carota,Female,food,grande,big,rotondo,round,size,shape,5,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
3,0.85,formaggio,Female,food,fresco,fresh,rotondo,round,age,shape,6,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
4,0.15,ventilatore,Female,furniture,liscio,smooth,lungo,long,texture,size,7,AAN,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
5,0.07,scrivania,Female,furniture,verde,green,corto,short,color,size,8,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
6,1.0,pomodoro,Female,food,nuovo,new,blu,blue,age,color,9,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
7,0.09,scrivania,Female,furniture,gigantesco,huge,fantastico,wonderful,size,quality,10,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
8,0.13,televisore,Female,furniture,fantastico,wonderful,giallo,yellow,quality,color,11,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
9,0.0,scrivania,Female,furniture,viola,purple,vecchio,old,color,age,12,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
10,0.07,sedia,Female,furniture,marrone,brown,piccolo,small,color,size,13,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
11,0.07,ventilatore,Female,furniture,cattivo,bad,vecchio,old,quality,age,14,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
12,1.0,televisore,Female,furniture,nuovo,new,rotondo,round,age,shape,15,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
13,1.0,ventilatore,Female,furniture,corto,short,tedesco,German,size,nationality,16,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
14,0.91,divano,Female,furniture,marrone,brown,gigantesco,huge,color,size,17,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
15,0.92,pomodoro,Female,food,gigantesco,huge,rosso,red,size,color,18,AAN,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
16,0.0,mela,Female,food,tedesco,German,viola,purple,nationality,color,19,AAN,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
17,0.9,scrivania,Female,furniture,gigantesco,huge,fresco,fresh,size,age,20,AAN,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
18,0.07,pomodoro,Female,food,corto,short,marcio,rotten,size,age,21,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
19,0.03,sedia,Female,furniture,morbido,soft,gigantesco,huge,texture,size,22,AAN,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
20,0.97,carota,Female,food,piccolo,small,quadrato,square,size,shape,23,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
21,0.03,divano,Female,furniture,polacco,Polish,liscio,smooth,nationality,texture,24,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
22,0.0,formaggio,Female,food,polacco,Polish,liscio,smooth,nationality,texture,25,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
23,0.95,banana,Female,food,francese,French,corto,short,nationality,size,26,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
24,0.93,scrivania,Female,furniture,marcio,rotten,fantastico,wonderful,age,quality,27,NAA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
25,1.0,ventilatore,Female,furniture,grande,big,blu,blue,size,color,28,ANA,Yes,25,3,italiano,Lazio,,1,,Chrome,Mac,900,1440,4.725183333333334,40
0,0.67,sedia,Male,furniture,giallo,yellow,tedesco,German,color,nationality,3,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
1,1.0,televisore,Male,furniture,rotondo,round,vecchio,old,shape,age,4,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
2,0.52,carota,Male,food,francese,French,blu,blue,nationality,color,5,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
3,0.87,banana,Male,food,corto,short,quadrato,square,size,shape,6,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
4,0.09,formaggio,Male,food,liscio,smooth,verde,green,texture,color,7,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
5,0.06,pomodoro,Male,food,gigantesco,huge,nuovo,new,size,age,8,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
6,0.1,televisore,Male,furniture,duro,hard,polacco,Polish,texture,nationality,9,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
7,0.52,televisore,Male,furniture,quadrato,square,fantastico,wonderful,shape,quality,10,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
8,1.0,scrivania,Male,furniture,morbido,soft,rosso,red,texture,color,11,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
9,0.75,formaggio,Male,food,liscio,smooth,minuscolo,tiny,texture,size,12,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
10,1.0,ventilatore,Male,furniture,lungo,long,viola,purple,size,color,13,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
11,0.56,sedia,Male,furniture,grande,big,viola,purple,size,color,14,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
12,0.85,sedia,Male,furniture,viola,purple,fresco,fresh,color,age,15,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
13,0.89,banana,Male,food,morbido,soft,viola,purple,texture,color,16,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
14,0.89,pomodoro,Male,food,polacco,Polish,duro,hard,nationality,texture,17,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
15,0.84,formaggio,Male,food,rosso,red,vecchio,old,color,age,18,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
16,0.14,mela,Male,food,tedesco,German,quadrato,square,nationality,shape,19,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
17,0.52,formaggio,Male,food,fresco,fresh,piccolo,small,age,size,20,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
18,0.24,formaggio,Male,food,duro,hard,fantastico,wonderful,texture,quality,21,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
19,0.51,divano,Male,furniture,lungo,long,viola,purple,size,color,22,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
20,0.1,sedia,Male,furniture,polacco,Polish,liscio,smooth,nationality,texture,23,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
21,0.12,pomodoro,Male,food,vecchio,old,francese,French,age,nationality,24,NAA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
22,0.35,divano,Male,furniture,giallo,yellow,piccolo,small,color,size,25,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
23,0.5,televisore,Male,furniture,polacco,Polish,fresco,fresh,nationality,age,26,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
24,0.51,banana,Male,food,minuscolo,tiny,vecchio,old,size,age,27,AAN,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
25,0.11,divano,Male,furniture,quadrato,square,minuscolo,tiny,shape,size,28,ANA,Yes,48,3,Italiano,Veneto,Veneto,2,"Ben poche delle descrizioni avevano senso, o sarebbero comunque utilizzabili in una conversazione",Chrome,Windows,864,1536,4.3205,41
0,0.9,ventilatore,Female,furniture,piccolo,small,giallo,yellow,size,color,3,AAN,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
1,0.84,scrivania,Female,furniture,tedesco,German,marrone,brown,nationality,color,4,AAN,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
2,0.93,sedia,Female,furniture,nuovo,new,fantastico,wonderful,age,quality,5,NAA,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
3,0.92,carota,Female,food,viola,purple,nuovo,new,color,age,6,NAA,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
4,0.24,ventilatore,Female,furniture,francese,French,duro,hard,nationality,texture,7,AAN,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
5,0.0,pomodoro,Female,food,blu,blue,lungo,long,color,size,8,ANA,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
6,0.92,pomodoro,Female,food,rosso,red,vecchio,old,color,age,9,NAA,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
7,0.87,banana,Female,food,piccolo,small,nuovo,new,size,age,10,AAN,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
8,0.97,mela,Female,food,verde,green,cattivo,bad,color,quality,11,NAA,Yes,42,3,italiano,Campania,napoletano,1,,Chrome,Linux,909,1616,3.7921,42
